Alt Kategori,Yıl,Ay,Endeks,Ay_Num,Tarih
(Okul Öncesi Eğitim Ve İlköğretim),2005,Haziran,140.03,6,2005-06-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2005,Haziran,144.01,6,2005-06-01
(Alkollü İçecekler Ve Tütün),2005,Haziran,124.69,6,2005-06-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2005,Haziran,96.03,6,2005-06-01
Ölçüm bazında,2005,Temmuz,116.14,7,2005-07-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2005,Temmuz,144.05,7,2005-07-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2005,Temmuz,114.26,7,2005-07-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2005,Temmuz,114.31,7,2005-07-01
(Düzeyi Belirlenemeyen Eğitim Programları),2005,Temmuz,124.12,7,2005-07-01
(Lokanta Ve Oteller),2005,Temmuz,133.97,7,2005-07-01
(Yemek Hizmetleri),2005,Temmuz,134.08,7,2005-07-01
(Posta Hizmetleri),2005,Temmuz,119.55,7,2005-07-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2005,Temmuz,102.08,7,2005-07-01
(Çeşitli Mal Ve Hizmetler),2005,Temmuz,115.85,7,2005-07-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2005,Temmuz,132.15,7,2005-07-01
(Ev Aletleri),2005,Temmuz,95.94,7,2005-07-01
(Ev İçi Tekstil),2005,Temmuz,109.07,7,2005-07-01
(Telefon Ve Telefaks Ekipmanı),2005,Temmuz,84.74,7,2005-07-01
(Eğitim),2005,Temmuz,135.98,7,2005-07-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2005,Temmuz,117.34,7,2005-07-01
(Telefon Ve Telefaks Hizmetleri),2005,Temmuz,106.26,7,2005-07-01
(Ulaştırma),2005,Temmuz,124.14,7,2005-07-01
(Sosyal Hizmetler),2005,Temmuz,136.9,7,2005-07-01
(Okul Öncesi Eğitim Ve İlköğretim),2005,Temmuz,141.87,7,2005-07-01
(Ayakta Tedavi Hizmetleri),2005,Temmuz,130.0,7,2005-07-01
(Paket Turlar),2005,Temmuz,124.9,7,2005-07-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2005,Temmuz,110.71,7,2005-07-01
(Araç Satın Alımı),2005,Temmuz,102.68,7,2005-07-01
"(Gazete, Kitap Ve Kırtasiye)",2005,Temmuz,120.95,7,2005-07-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2005,Temmuz,92.25,7,2005-07-01
(Kişisel Ulaştırma Araçlarının İşletimi),2005,Temmuz,134.65,7,2005-07-01
(Sigorta),2005,Temmuz,126.82,7,2005-07-01
(Orta Öğretim),2005,Temmuz,146.04,7,2005-07-01
(Sağlık),2005,Temmuz,112.81,7,2005-07-01
(Kişisel Bakım),2005,Temmuz,116.99,7,2005-07-01
(Ulaştırma Hizmetleri),2005,Temmuz,129.79,7,2005-07-01
(Ev Bakım İçin Mal Ve Hizmetler),2005,Temmuz,108.68,7,2005-07-01
(Eğlence Ve Kültür Hizmetleri),2005,Temmuz,134.96,7,2005-07-01
(Orta Öğretim Sonrası Ve Üniversite Öncesi Eğitim),2005,Temmuz,136.2,7,2005-07-01
(Üniversite Eğitimi),2005,Temmuz,129.67,7,2005-07-01
(Yataklı Tedavi Hizmetleri),2005,Temmuz,139.51,7,2005-07-01
(Ev Ve Bahçe Araç Gereçleri),2005,Temmuz,118.59,7,2005-07-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2005,Temmuz,125.42,7,2005-07-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2005,Temmuz,128.66,7,2005-07-01
(Eğlence Ve Kültür),2005,Temmuz,121.39,7,2005-07-01
(Haberleşme),2005,Temmuz,104.27,7,2005-07-01
(Gerçek Kira),2005,Temmuz,144.04,7,2005-07-01
(Alkollü İçecekler Ve Tütün),2005,Temmuz,127.15,7,2005-07-01
(Alkolsüz İçecekler),2005,Temmuz,117.59,7,2005-07-01
(Alkollü İçecekler),2005,Temmuz,162.91,7,2005-07-01
(Tütün),2005,Temmuz,124.67,7,2005-07-01
(Konutun Bakım Ve Onarımı),2005,Temmuz,116.29,7,2005-07-01
(Konaklama Hizmetleri),2005,Temmuz,133.81,7,2005-07-01
(Gıda),2005,Temmuz,108.24,7,2005-07-01
(Ayakkabı),2005,Temmuz,113.66,7,2005-07-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2005,Temmuz,119.17,7,2005-07-01
(Gıda Ve Alkolsüz İçecekler),2005,Temmuz,108.85,7,2005-07-01
(Giyim),2005,Temmuz,108.62,7,2005-07-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2005,Temmuz,102.27,7,2005-07-01
(Giyim Ve Ayakkabı),2005,Temmuz,109.93,7,2005-07-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2005,Temmuz,113.99,7,2005-07-01
(Alkollü İçecekler),2005,Ağustos,162.88,8,2005-08-01
(Çeşitli Mal Ve Hizmetler),2005,Ağustos,117.38,8,2005-08-01
(Üniversite Eğitimi),2005,Ağustos,129.67,8,2005-08-01
(Paket Turlar),2005,Ağustos,129.68,8,2005-08-01
(Ayakta Tedavi Hizmetleri),2005,Ağustos,130.9,8,2005-08-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2005,Ağustos,88.41,8,2005-08-01
(Alkollü İçecekler Ve Tütün),2005,Ağustos,148.6,8,2005-08-01
(Düzeyi Belirlenemeyen Eğitim Programları),2005,Ağustos,126.44,8,2005-08-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2005,Ağustos,113.93,8,2005-08-01
(Telefon Ve Telefaks Hizmetleri),2005,Ağustos,106.4,8,2005-08-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2005,Ağustos,114.22,8,2005-08-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2005,Ağustos,115.26,8,2005-08-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2005,Ağustos,128.66,8,2005-08-01
(Eğlence Ve Kültür),2005,Ağustos,123.04,8,2005-08-01
(Ev Aletleri),2005,Ağustos,98.19,8,2005-08-01
(Sosyal Hizmetler),2005,Ağustos,139.69,8,2005-08-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2005,Ağustos,117.38,8,2005-08-01
(Ev İçi Tekstil),2005,Ağustos,109.02,8,2005-08-01
(Ev Ve Bahçe Araç Gereçleri),2005,Ağustos,118.82,8,2005-08-01
(Gıda),2005,Ağustos,108.11,8,2005-08-01
(Kişisel Bakım),2005,Ağustos,117.28,8,2005-08-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2005,Ağustos,113.36,8,2005-08-01
(Alkolsüz İçecekler),2005,Ağustos,118.28,8,2005-08-01
(Sigorta),2005,Ağustos,130.87,8,2005-08-01
"(Gazete, Kitap Ve Kırtasiye)",2005,Ağustos,120.29,8,2005-08-01
(Sağlık),2005,Ağustos,111.16,8,2005-08-01
(Eğlence Ve Kültür Hizmetleri),2005,Ağustos,136.98,8,2005-08-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2005,Ağustos,131.56,8,2005-08-01
(Yataklı Tedavi Hizmetleri),2005,Ağustos,140.6,8,2005-08-01
(Ev Bakım İçin Mal Ve Hizmetler),2005,Ağustos,106.52,8,2005-08-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2005,Ağustos,144.08,8,2005-08-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2005,Ağustos,101.76,8,2005-08-01
(Gıda Ve Alkolsüz İçecekler),2005,Ağustos,108.77,8,2005-08-01
(Yemek Hizmetleri),2005,Ağustos,134.87,8,2005-08-01
(Okul Öncesi Eğitim Ve İlköğretim),2005,Ağustos,142.69,8,2005-08-01
(Giyim),2005,Ağustos,102.94,8,2005-08-01
(Tütün),2005,Ağustos,147.54,8,2005-08-01
(Haberleşme),2005,Ağustos,104.57,8,2005-08-01
(Kişisel Ulaştırma Araçlarının İşletimi),2005,Ağustos,136.64,8,2005-08-01
Ölçüm bazında,2005,Ağustos,117.13,8,2005-08-01
(Konutun Bakım Ve Onarımı),2005,Ağustos,116.19,8,2005-08-01
(Eğitim),2005,Ağustos,136.93,8,2005-08-01
(Ulaştırma Hizmetleri),2005,Ağustos,132.83,8,2005-08-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2005,Ağustos,124.62,8,2005-08-01
(Giyim Ve Ayakkabı),2005,Ağustos,104.36,8,2005-08-01
(Ayakkabı),2005,Ağustos,108.45,8,2005-08-01
(Orta Öğretim Sonrası Ve Üniversite Öncesi Eğitim),2005,Ağustos,137.65,8,2005-08-01
(Konaklama Hizmetleri),2005,Ağustos,134.83,8,2005-08-01
(Telefon Ve Telefaks Ekipmanı),2005,Ağustos,86.41,8,2005-08-01
(Ulaştırma),2005,Ağustos,125.9,8,2005-08-01
(Posta Hizmetleri),2005,Ağustos,119.55,8,2005-08-01
(Lokanta Ve Oteller),2005,Ağustos,134.86,8,2005-08-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2005,Ağustos,103.21,8,2005-08-01
(Gerçek Kira),2005,Ağustos,147.83,8,2005-08-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2005,Ağustos,120.25,8,2005-08-01
(Orta Öğretim),2005,Ağustos,147.33,8,2005-08-01
(Araç Satın Alımı),2005,Ağustos,102.62,8,2005-08-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2005,Eylül,117.08,9,2005-09-01
(Eğlence Ve Kültür Hizmetleri),2005,Eylül,140.19,9,2005-09-01
"(Gazete, Kitap Ve Kırtasiye)",2005,Eylül,123.35,9,2005-09-01
(Ev Aletleri),2005,Eylül,96.58,9,2005-09-01
(Konutun Bakım Ve Onarımı),2005,Eylül,116.18,9,2005-09-01
(Ev Ve Bahçe Araç Gereçleri),2005,Eylül,119.0,9,2005-09-01
(Gerçek Kira),2005,Eylül,151.3,9,2005-09-01
(Çeşitli Mal Ve Hizmetler),2005,Eylül,119.31,9,2005-09-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2005,Eylül,117.26,9,2005-09-01
(Kişisel Bakım),2005,Eylül,117.31,9,2005-09-01
(Üniversite Eğitimi),2005,Eylül,137.8,9,2005-09-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2005,Eylül,122.41,9,2005-09-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2005,Eylül,112.33,9,2005-09-01
(Tütün),2005,Eylül,147.54,9,2005-09-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2005,Eylül,116.68,9,2005-09-01
(Orta Öğretim Sonrası Ve Üniversite Öncesi Eğitim),2005,Eylül,140.17,9,2005-09-01
(Giyim),2005,Eylül,103.08,9,2005-09-01
(Düzeyi Belirlenemeyen Eğitim Programları),2005,Eylül,127.71,9,2005-09-01
(Orta Öğretim),2005,Eylül,147.35,9,2005-09-01
(Ayakkabı),2005,Eylül,112.66,9,2005-09-01
(Paket Turlar),2005,Eylül,117.15,9,2005-09-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2005,Eylül,128.61,9,2005-09-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2005,Eylül,103.71,9,2005-09-01
(Lokanta Ve Oteller),2005,Eylül,137.06,9,2005-09-01
(Sosyal Hizmetler),2005,Eylül,146.0,9,2005-09-01
(Sigorta),2005,Eylül,132.18,9,2005-09-01
(Yemek Hizmetleri),2005,Eylül,135.85,9,2005-09-01
(Konaklama Hizmetleri),2005,Eylül,138.56,9,2005-09-01
(Ev İçi Tekstil),2005,Eylül,108.77,9,2005-09-01
(Giyim Ve Ayakkabı),2005,Eylül,105.56,9,2005-09-01
(Okul Öncesi Eğitim Ve İlköğretim),2005,Eylül,143.74,9,2005-09-01
(Eğitim),2005,Eylül,140.37,9,2005-09-01
(Ulaştırma Hizmetleri),2005,Eylül,135.09,9,2005-09-01
(Posta Hizmetleri),2005,Eylül,119.55,9,2005-09-01
(Sağlık),2005,Eylül,111.36,9,2005-09-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2005,Eylül,99.43,9,2005-09-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2005,Eylül,125.42,9,2005-09-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2005,Eylül,128.66,9,2005-09-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2005,Eylül,88.38,9,2005-09-01
(Ulaştırma),2005,Eylül,128.12,9,2005-09-01
(Alkollü İçecekler),2005,Eylül,162.83,9,2005-09-01
(Eğlence Ve Kültür),2005,Eylül,119.68,9,2005-09-01
(Telefon Ve Telefaks Ekipmanı),2005,Eylül,91.02,9,2005-09-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2005,Eylül,144.15,9,2005-09-01
(Ayakta Tedavi Hizmetleri),2005,Eylül,131.34,9,2005-09-01
(Alkollü İçecekler Ve Tütün),2005,Eylül,148.6,9,2005-09-01
(Yataklı Tedavi Hizmetleri),2005,Eylül,141.11,9,2005-09-01
(Telefon Ve Telefaks Hizmetleri),2005,Eylül,106.48,9,2005-09-01
(Alkolsüz İçecekler),2005,Eylül,119.34,9,2005-09-01
(Haberleşme),2005,Eylül,105.13,9,2005-09-01
(Araç Satın Alımı),2005,Eylül,102.4,9,2005-09-01
Ölçüm bazında,2005,Eylül,118.33,9,2005-09-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2005,Eylül,116.89,9,2005-09-01
(Ev Bakım İçin Mal Ve Hizmetler),2005,Eylül,105.32,9,2005-09-01
(Gıda Ve Alkolsüz İçecekler),2005,Eylül,110.23,9,2005-09-01
(Kişisel Ulaştırma Araçlarının İşletimi),2005,Eylül,140.9,9,2005-09-01
(Gıda),2005,Eylül,109.6,9,2005-09-01
(Orta Öğretim),2005,Ekim,147.44,10,2005-10-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2005,Ekim,120.83,10,2005-10-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2005,Ekim,128.66,10,2005-10-01
(Telefon Ve Telefaks Ekipmanı),2005,Ekim,91.5,10,2005-10-01
(Gıda),2005,Ekim,112.21,10,2005-10-01
(Kişisel Ulaştırma Araçlarının İşletimi),2005,Ekim,141.55,10,2005-10-01
(Gerçek Kira),2005,Ekim,154.0,10,2005-10-01
(Ev Ve Bahçe Araç Gereçleri),2005,Ekim,119.28,10,2005-10-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2005,Ekim,88.37,10,2005-10-01
(Üniversite Eğitimi),2005,Ekim,137.8,10,2005-10-01
(Ev Aletleri),2005,Ekim,99.08,10,2005-10-01
(Eğitim),2005,Ekim,140.49,10,2005-10-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2005,Ekim,114.43,10,2005-10-01
(Giyim Ve Ayakkabı),2005,Ekim,113.21,10,2005-10-01
(Posta Hizmetleri),2005,Ekim,119.55,10,2005-10-01
(Sosyal Hizmetler),2005,Ekim,146.95,10,2005-10-01
(Araç Satın Alımı),2005,Ekim,102.54,10,2005-10-01
(Alkollü İçecekler Ve Tütün),2005,Ekim,148.61,10,2005-10-01
(Alkolsüz İçecekler),2005,Ekim,119.9,10,2005-10-01
(Ayakkabı),2005,Ekim,119.04,10,2005-10-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2005,Ekim,133.51,10,2005-10-01
(Ev İçi Tekstil),2005,Ekim,110.31,10,2005-10-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2005,Ekim,144.23,10,2005-10-01
(Haberleşme),2005,Ekim,106.36,10,2005-10-01
(Ulaştırma Hizmetleri),2005,Ekim,135.82,10,2005-10-01
(Yataklı Tedavi Hizmetleri),2005,Ekim,141.77,10,2005-10-01
(Orta Öğretim Sonrası Ve Üniversite Öncesi Eğitim),2005,Ekim,139.65,10,2005-10-01
(Okul Öncesi Eğitim Ve İlköğretim),2005,Ekim,144.16,10,2005-10-01
(Sigorta),2005,Ekim,130.54,10,2005-10-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2005,Ekim,124.21,10,2005-10-01
(Telefon Ve Telefaks Hizmetleri),2005,Ekim,107.8,10,2005-10-01
(Lokanta Ve Oteller),2005,Ekim,139.29,10,2005-10-01
(Ayakta Tedavi Hizmetleri),2005,Ekim,131.62,10,2005-10-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2005,Ekim,118.85,10,2005-10-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2005,Ekim,103.94,10,2005-10-01
(Ev Bakım İçin Mal Ve Hizmetler),2005,Ekim,105.36,10,2005-10-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2005,Ekim,117.94,10,2005-10-01
(Giyim),2005,Ekim,111.17,10,2005-10-01
(Tütün),2005,Ekim,147.54,10,2005-10-01
(Konaklama Hizmetleri),2005,Ekim,141.04,10,2005-10-01
(Gıda Ve Alkolsüz İçecekler),2005,Ekim,112.71,10,2005-10-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2005,Ekim,117.34,10,2005-10-01
(Eğlence Ve Kültür Hizmetleri),2005,Ekim,140.61,10,2005-10-01
(Ulaştırma),2005,Ekim,128.64,10,2005-10-01
(Yemek Hizmetleri),2005,Ekim,137.89,10,2005-10-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2005,Ekim,126.25,10,2005-10-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2005,Ekim,97.77,10,2005-10-01
"(Gazete, Kitap Ve Kırtasiye)",2005,Ekim,127.65,10,2005-10-01
(Çeşitli Mal Ve Hizmetler),2005,Ekim,121.34,10,2005-10-01
(Eğlence Ve Kültür),2005,Ekim,118.96,10,2005-10-01
(Alkollü İçecekler),2005,Ekim,163.04,10,2005-10-01
(Düzeyi Belirlenemeyen Eğitim Programları),2005,Ekim,130.56,10,2005-10-01
(Paket Turlar),2005,Ekim,113.11,10,2005-10-01
(Konutun Bakım Ve Onarımı),2005,Ekim,116.18,10,2005-10-01
Ölçüm bazında,2005,Ekim,120.45,10,2005-10-01
(Kişisel Bakım),2005,Ekim,117.85,10,2005-10-01
(Sağlık),2005,Ekim,111.53,10,2005-10-01
(Telefon Ve Telefaks Ekipmanı),2005,Kasım,90.2,11,2005-11-01
(Çeşitli Mal Ve Hizmetler),2005,Kasım,122.47,11,2005-11-01
(Kişisel Bakım),2005,Kasım,118.15,11,2005-11-01
(Ulaştırma Hizmetleri),2005,Kasım,136.44,11,2005-11-01
(Araç Satın Alımı),2005,Kasım,102.82,11,2005-11-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2005,Kasım,97.57,11,2005-11-01
(Ev İçi Tekstil),2005,Kasım,110.29,11,2005-11-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2005,Kasım,122.59,11,2005-11-01
(Okul Öncesi Eğitim Ve İlköğretim),2005,Kasım,144.15,11,2005-11-01
(Düzeyi Belirlenemeyen Eğitim Programları),2005,Kasım,132.38,11,2005-11-01
Ölçüm bazında,2005,Kasım,122.14,11,2005-11-01
(Eğitim),2005,Kasım,140.69,11,2005-11-01
(Haberleşme),2005,Kasım,106.14,11,2005-11-01
(Ulaştırma),2005,Kasım,127.58,11,2005-11-01
(Paket Turlar),2005,Kasım,109.79,11,2005-11-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2005,Kasım,117.67,11,2005-11-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2005,Kasım,120.44,11,2005-11-01
(Orta Öğretim),2005,Kasım,147.81,11,2005-11-01
(Eğlence Ve Kültür),2005,Kasım,118.05,11,2005-11-01
(Üniversite Eğitimi),2005,Kasım,137.8,11,2005-11-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2005,Kasım,126.48,11,2005-11-01
(Kişisel Ulaştırma Araçlarının İşletimi),2005,Kasım,137.63,11,2005-11-01
"(Gazete, Kitap Ve Kırtasiye)",2005,Kasım,128.5,11,2005-11-01
(Telefon Ve Telefaks Hizmetleri),2005,Kasım,107.71,11,2005-11-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2005,Kasım,144.25,11,2005-11-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2005,Kasım,135.43,11,2005-11-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2005,Kasım,115.4,11,2005-11-01
(Eğlence Ve Kültür Hizmetleri),2005,Kasım,140.75,11,2005-11-01
(Posta Hizmetleri),2005,Kasım,119.55,11,2005-11-01
(Ayakkabı),2005,Kasım,123.94,11,2005-11-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2005,Kasım,125.51,11,2005-11-01
(Alkolsüz İçecekler),2005,Kasım,120.3,11,2005-11-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2005,Kasım,136.05,11,2005-11-01
(Alkollü İçecekler),2005,Kasım,163.15,11,2005-11-01
(Yemek Hizmetleri),2005,Kasım,139.43,11,2005-11-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2005,Kasım,104.07,11,2005-11-01
(Giyim),2005,Kasım,114.87,11,2005-11-01
(Tütün),2005,Kasım,147.54,11,2005-11-01
(Alkollü İçecekler Ve Tütün),2005,Kasım,148.62,11,2005-11-01
(Yataklı Tedavi Hizmetleri),2005,Kasım,142.17,11,2005-11-01
(Sosyal Hizmetler),2005,Kasım,147.03,11,2005-11-01
(Konaklama Hizmetleri),2005,Kasım,142.0,11,2005-11-01
(Lokanta Ve Oteller),2005,Kasım,140.57,11,2005-11-01
(Gerçek Kira),2005,Kasım,155.8,11,2005-11-01
(Ev Ve Bahçe Araç Gereçleri),2005,Kasım,119.36,11,2005-11-01
(Ev Aletleri),2005,Kasım,98.88,11,2005-11-01
(Sağlık),2005,Kasım,111.65,11,2005-11-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2005,Kasım,88.33,11,2005-11-01
(Konutun Bakım Ve Onarımı),2005,Kasım,116.47,11,2005-11-01
(Orta Öğretim Sonrası Ve Üniversite Öncesi Eğitim),2005,Kasım,139.66,11,2005-11-01
(Ev Bakım İçin Mal Ve Hizmetler),2005,Kasım,106.32,11,2005-11-01
(Sigorta),2005,Kasım,135.38,11,2005-11-01
(Ayakta Tedavi Hizmetleri),2005,Kasım,131.9,11,2005-11-01
(Giyim Ve Ayakkabı),2005,Kasım,117.21,11,2005-11-01
(Gıda Ve Alkolsüz İçecekler),2005,Kasım,116.39,11,2005-11-01
(Gıda),2005,Kasım,116.11,11,2005-11-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2005,Kasım,117.42,11,2005-11-01
(Orta Öğretim Sonrası Ve Üniversite Öncesi Eğitim),2005,Aralık,139.66,12,2005-12-01
(Araç Satın Alımı),2005,Aralık,102.18,12,2005-12-01
(Ev Ve Bahçe Araç Gereçleri),2005,Aralık,119.49,12,2005-12-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2005,Aralık,116.61,12,2005-12-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2005,Aralık,127.21,12,2005-12-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2005,Aralık,97.78,12,2005-12-01
(Okul Öncesi Eğitim Ve İlköğretim),2005,Aralık,144.12,12,2005-12-01
(Telefon Ve Telefaks Hizmetleri),2005,Aralık,107.64,12,2005-12-01
(Eğitim),2005,Aralık,140.69,12,2005-12-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2005,Aralık,88.46,12,2005-12-01
(Ayakkabı),2005,Aralık,124.78,12,2005-12-01
Ölçüm bazında,2005,Aralık,122.65,12,2005-12-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2005,Aralık,128.37,12,2005-12-01
(Kişisel Bakım),2005,Aralık,118.4,12,2005-12-01
(Giyim),2005,Aralık,113.65,12,2005-12-01
(Ulaştırma),2005,Aralık,127.35,12,2005-12-01
(Kişisel Ulaştırma Araçlarının İşletimi),2005,Aralık,137.37,12,2005-12-01
(Giyim Ve Ayakkabı),2005,Aralık,116.52,12,2005-12-01
(Gıda Ve Alkolsüz İçecekler),2005,Aralık,116.08,12,2005-12-01
(Ev İçi Tekstil),2005,Aralık,109.96,12,2005-12-01
(Ev Aletleri),2005,Aralık,99.82,12,2005-12-01
(Alkollü İçecekler Ve Tütün),2005,Aralık,155.93,12,2005-12-01
(Çeşitli Mal Ve Hizmetler),2005,Aralık,125.41,12,2005-12-01
(Sigorta),2005,Aralık,135.42,12,2005-12-01
(Tütün),2005,Aralık,155.32,12,2005-12-01
(Lokanta Ve Oteller),2005,Aralık,141.29,12,2005-12-01
(Ev Bakım İçin Mal Ve Hizmetler),2005,Aralık,108.93,12,2005-12-01
(Ulaştırma Hizmetleri),2005,Aralık,136.59,12,2005-12-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2005,Aralık,136.71,12,2005-12-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2005,Aralık,117.46,12,2005-12-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2005,Aralık,144.23,12,2005-12-01
(Paket Turlar),2005,Aralık,111.4,12,2005-12-01
(Sağlık),2005,Aralık,111.75,12,2005-12-01
(Haberleşme),2005,Aralık,105.88,12,2005-12-01
(Eğlence Ve Kültür),2005,Aralık,118.62,12,2005-12-01
(Alkollü İçecekler),2005,Aralık,163.33,12,2005-12-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2005,Aralık,142.2,12,2005-12-01
(Düzeyi Belirlenemeyen Eğitim Programları),2005,Aralık,132.5,12,2005-12-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2005,Aralık,104.24,12,2005-12-01
(Konutun Bakım Ve Onarımı),2005,Aralık,116.97,12,2005-12-01
"(Gazete, Kitap Ve Kırtasiye)",2005,Aralık,128.51,12,2005-12-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2005,Aralık,118.38,12,2005-12-01
(Yataklı Tedavi Hizmetleri),2005,Aralık,142.19,12,2005-12-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2005,Aralık,126.06,12,2005-12-01
(Konaklama Hizmetleri),2005,Aralık,142.35,12,2005-12-01
(Eğlence Ve Kültür Hizmetleri),2005,Aralık,140.52,12,2005-12-01
